time,type
1718961669,end
1719011417,end
1718962852,end
1718961492,end
1718961717,end
1718961975,end
1718961578,end
1718964103,end
1718961626,end
1718985365,end
1718972294,end
1718961648,end
1718961999,end
1718961851,end
1718961906,end
1718970500,end
1719197321,end
1719213573,end
1718962230,end
1718962786,end
1719023012,end
1718963172,end
1718962361,end
1718962540,end
1719060679,end
1719061871,end
1718963625,end
1718963123,end
1718964658,end
1718968324,end
1719345381,end
1718964637,end
1718964614,end
1718965207,end
1719194533,end
1719201439,end
1719216135,end
1718968841,end
1718986352,end
1718965406,end
1718977303,end
1719207757,end
1718965768,end
1718967542,end
1719106816,end
1719044618,end
1718969559,end
1718969906,end
1718972193,end
1718970361,end
1718970789,end
1718971214,end
1718978612,end
1718972280,end
1719023789,end
1719024720,end
1719021412,end
1719088749,end
1719086817,end
1719086317,end
1719024008,end
1719087068,end
1719021422,end
1719545842,end
1718974340,end
1719038824,end
1719027760,end
1719185006,end
1719023953,end
1718974825,end
1718975112,end
1718975884,end
1718985416,end
1718976668,end
1718977192,end
1718977384,end
1719053595,end
1718978748,end
1718979695,end
1719014182,end
1718985486,end
1718981045,end
1718981435,end
1718981740,end
1718981914,end
1718982458,end
1718985662,end
1718986210,end
1719002970,end
1719053356,end
1718987100,end
1718987760,end
1718989092,end
1719004792,end
1719053357,end
1719005603,end
1719017721,end
1719025835,end
1719021093,end
1719069576,end
1719024102,end
1719053829,end
1719025189,end
1719025997,end
1719048992,end
1719026554,end
1719027843,end
1719075474,end
1719038319,end
1719189483,end
1719044462,end
1719101306,end
1719108841,end
1719072043,end
1719051026,end
1719051410,end
1719051691,end
1719107421,end
1719053361,end
1719085109,end
1719054594,end
1719055825,end
1719057998,end
1719058228,end
1719106597,end
1719176494,end
1719059187,end
1719089426,end
1719141755,end
1719064210,end
1719113408,end
1719068046,end
1719068369,end
1719068268,end
1719068369,end
1719069460,end
1719069340,end
1719069757,end
1719090850,end
1719104039,end
1719129615,end
1719118743,end
1719105573,end
1719191714,end
1719142047,end
1719192037,end
1719111821,end
1719113057,end
1719147409,end
1719200365,end
1719113472,end
1719200440,end
1719113629,end
1719114178,end
1719114731,end
1719115069,end
1719145192,end
1719115370,end
1719116021,end
1719117065,end
1719116401,end
1719116758,end
1719117839,end
1719117570,end
1719118198,end
1719118714,end
1719118322,end
1719213722,end
1719119632,end
1719119421,end
1719121866,end
1719122650,end
1719132206,end
1719130244,end
1719178735,end
1719122537,end
1719124130,end
1719123332,end
1719126928,end
1719127777,end
1719125982,end
1719127127,end
1719128642,end
1719129020,end
1719182291,end
1719133618,end
1719129706,end
1719132658,end
1719132579,end
1719210605,end
1719141479,end
1719141792,end
1719132902,end
1719136206,end
1719136025,end
1719142978,end
1719261758,end
1719142998,end
1719142998,end
1719201089,end
1719145303,end
1719148544,end
1719145184,end
1719266374,end
1719147046,end
1719198677,end
1719182955,end
1719195718,end
1719192711,end
1719154490,end
1719159549,end
1719160425,end
1719193396,end
1719191122,end
1719213789,end
1719288361,end
1719214827,end
1719244165,end
1719195863,end
1719384648,end
1719193733,end
1719198223,end
1719195769,end
1719195672,end
1719195440,end
1719195972,end
1719201483,end
1719195866,end
1719196330,end
1719196186,end
1719200856,end
1719196421,end
1719196768,end
1719196759,end
1719196605,end
1719198841,end
1719198520,end
1719198992,end
1719213162,end
1719198602,end
1719198658,end
1719199857,end
1719198682,end
1719199123,end
1719198657,end
1719203356,end
1719198887,end
1719199101,end
1719200161,end
1719199713,end
1719199520,end
1719206373,end
1719199307,end
1719211255,end
1719200039,end
1719216438,end
1719199810,end
1719200377,end
1719200060,end
1719200346,end
1719200779,end
1719201105,end
1719225346,end
1719200799,end
1719201264,end
1719201191,end
1719203100,end
1719288266,end
1719227204,end
1719288477,end
1719255544,end
1719364103,end
1719201880,end
1719209620,end
1719203605,end
1719207067,end
1719203374,end
1719204648,end
1719210586,end
1719205024,end
1719204319,end
1719204762,end
1719291826,end
1719221523,end
1719222078,end
1719211255,end
1719207487,end
1719209088,end
1719209044,end
1719231382,end
1719518390,end
1723023875,end
1719211329,end
1719211230,end
1719209961,end
1719211134,end
1719211985,end
1719228555,end
1719210632,end
1719383635,end
1719216251,end
1719211444,end
1719212379,end
1719211488,end
1719211488,end
1719286669,end
1719285339,end
1719285339,end
1719213895,end
1719212507,end
1719215482,end
1719212870,end
1719212598,end
1719212603,end
1719213391,end
1719213098,end
1719213133,end
1719238422,end
1719213281,end
1719285772,end
1719213857,end
1719214931,end
1719214483,end
1719214524,end
1719214629,end
1719289007,end
1719215296,end
1719217830,end
1719222093,end
1719216445,end
1719314308,end
1719215329,end
1719215814,end
1719216866,end
1719215899,end
1719215409,end
1719364123,end
1719221483,end
1719215948,end
1719219991,end
1719229652,end
1719216500,end
1719297277,end
1719217680,end
1719259869,end
1719217264,end
1719217078,end
1719217759,end
1719218342,end
1719218211,end
1719218226,end
1719220391,end
1719218670,end
1719218226,end
1719285934,end
1719218227,end
1719219629,end
1719218921,end
1719219365,end
1719219531,end
1719220304,end
1719220584,end
1719306076,end
1719220441,end
1719220304,end
1719220755,end
1719221024,end
1719222312,end
1719224611,end
1719222389,end
1719225677,end
1719223055,end
1719223107,end
1719223271,end
1719285166,end
1719223493,end
1719263224,end
1719224549,end
1719224595,end
1719272817,end
1719311693,end
1719232392,end
1719227016,end
1719305117,end
1719228301,end
1719229550,end
1719228993,end
1719231023,end
1719230972,end
1719229035,end
1719229514,end
1719230662,end
1719229566,end
1719230207,end
1719230122,end
1721821732,end
1719272638,end
1719232585,end
1719230347,end
1719232577,end
1719231533,end
1719230930,end
1719231533,end
1719230662,end
1719233503,end
1719281091,end
1719233028,end
1719232756,end
1719283095,end
1719233662,end
1719234546,end
1719237948,end
1719233662,end
1719278735,end
1719285006,end
1719244714,end
1719284177,end
1719243889,end
1719245332,end
1719245955,end
1719246549,end
1719247156,end
1719247783,end
1719284745,end
1719248428,end
1719248764,end
1719249376,end
1719250004,end
1719250627,end
1719251221,end
1719251830,end
1719252130,end
1719252741,end
1719253327,end
1719253953,end
1719254541,end
1719255152,end
1719255770,end
1719256397,end
1719284654,end
1719280990,end
1719278864,end
1719283960,end
1719283960,end
1719304092,end
1719279765,end
1719280513,end
1719316903,end
1719285593,end
1719284009,end
1719290352,end
1719284675,end
1719366751,end
1719284034,end
1719284016,end
1719284016,end
1719284017,end
1719283981,end
1719281740,end
1719285344,end
1719283239,end
1719283606,end
1719286316,end
1719283951,end
1719285605,end
1719285015,end
1719285274,end
1719285529,end
1719288712,end
1719285687,end
1719307462,end
1719307500,end
1719285583,end
1719399442,end
1719305173,end
1719285791,end
1719286727,end
1719289031,end
1719298415,end
1719286286,end
1719289197,end
1719365246,end
1719363539,end
1719286822,end
1719459888,end
1719286652,end
1719286804,end
1719286804,end
1719287090,end
1719287070,end
1719288058,end
1719291643,end
1719288920,end
1719295378,end
1719288902,end
1719305846,end
1719288993,end
1719288975,end
1719287840,end
1719287840,end
1719336992,end
1719337925,end
1719289041,end
1719300137,end
1719288530,end
1719300115,end
1719288547,end
1719304626,end
1719822238,end
1719288898,end
1719289813,end
1719385742,end
1719289215,end
1719389330,end
1719447075,end
1719404421,end
1719289816,end
1719289710,end
1719289937,end
1719289839,end
1719298971,end
1719292206,end
1719292223,end
1719295455,end
1719295527,end
1719295719,end
1719295609,end
1719295767,end
1719295544,end
1719295323,end
1719327102,end
1719300200,end
1719296309,end
1719300180,end
1719300181,end
1719300230,end
1719300115,end
1719301462,end
1719300116,end
1719297383,end
1719297311,end
1719300855,end
1719297642,end
1719297624,end
1719362799,end
1719297606,end
1719297753,end
1719300094,end
1719297896,end
1719297933,end
1719300095,end
1719300214,end
1719297969,end
1719299168,end
1719298193,end
1719313288,end
1719298179,end
1719371129,end
1719298605,end
1719303563,end
1719314059,end
1719299638,end
1719300120,end
1719300142,end
1719300106,end
1719300004,end
1719300403,end
1719300364,end
1719300364,end
1719300190,end
1719300419,end
1719300534,end
1719300543,end
1719300543,end
1719300557,end
1719300537,end
1719300539,end
1719300598,end
1719300657,end
1719300663,end
1719306232,end
1719301095,end
1719301103,end
1719308058,end
1719301116,end
1719301158,end
1719300912,end
1719313346,end
1719301453,end
1719370732,end
1719301472,end
1719306851,end
1719301679,end
1719301569,end
1719313921,end
1719302402,end
1719303600,end
1719313414,end
1719301666,end
1719302112,end
1719315551,end
1719370349,end
1719305218,end
1719303818,end
1719303596,end
1719303315,end
1719303758,end
1719304897,end
1719302959,end
1719971283,end
1719306169,end
1719303956,end
1719303883,end
1719304068,end
1719476568,end
1719304869,end
1719305610,end
1719364274,end
1719364274,end
1719304303,end
1719391236,end
1719305043,end
1719367403,end
1719304912,end
1719304945,end
1719332362,end
1719305187,end
1719307885,end
1719305755,end
1719308809,end
1719305466,end
1719306800,end
1719305506,end
1719307062,end
1719305750,end
1719364246,end
1719305912,end
1719364270,end
1719344202,end
1719306322,end
1719306532,end
1719364253,end
1719307082,end
1719307935,end
1719372893,end
1719307180,end
1719307553,end
1719492921,end
1719307274,end
1719307554,end
1719307595,end
1719307616,end
1719308407,end
1719307713,end
1719307711,end
1719307900,end
1719310344,end
1719308533,end
1719332326,end
1719316950,end
1719316950,end
1719364124,end
1719409760,end
1719365566,end
1719381255,end
1719310605,end
1719483776,end
1719312090,end
1719314057,end
1719318888,end
1719319879,end
1719331496,end
1719316851,end
1719401653,end
1719319320,end
1719315263,end
1719336916,end
1719337305,end
1719316585,end
1719318530,end
1719318911,end
1719318780,end
1719364296,end
1719317441,end
1721822083,end
1719369997,end
1719368832,end
1719369959,end
1719318853,end
1719405638,end
1719319446,end
1719328053,end
1719614940,end
1719319331,end
1719319726,end
1719328581,end
1719320520,end
1719321104,end
1719359928,end
1719383004,end
1719327844,end
1719360584,end
1719328651,end
1719337535,end
1719334854,end
1719331250,end
1719331510,end
1719331839,end
1719332133,end
1719332717,end
1719333011,end
1719349541,end
1719333289,end
1719333670,end
1719333961,end
1719334216,end
1719334380,end
1719334904,end
1719335125,end
1719335382,end
1719335728,end
1719335985,end
1719361121,end
1719338101,end
1719338517,end
1719362114,end
1719362628,end
1719363253,end
1719363574,end
1719363866,end
1719364485,end
1719916743,end
1719916700,end
1719916744,end
1719364423,end
1719381636,end
1719369575,end
1719400351,end
1719364579,end
1719365124,end
1719364818,end
1719364915,end
1719364956,end
1719365137,end
1719368391,end
1719375150,end
1719365286,end
1719365742,end
1719451818,end
1719365556,end
1719367481,end
1719365914,end
1719366387,end
1719366348,end
1719366337,end
1719366568,end
1719366460,end
1719367007,end
1719400307,end
1719400330,end
1719370304,end
1719367145,end
1719367644,end
1719367363,end
1719367453,end
1719368250,end
1719367616,end
1719377788,end
1719368313,end
1719369756,end
1719383614,end
1719370518,end
1719368955,end
1719383041,end
1719369959,end
1719369579,end
1719370223,end
1719372014,end
1719416061,end
1719475386,end
1719476821,end
1719435644,end
1719370830,end
1719435953,end
1719436029,end
1719435282,end
1719372667,end
1719371478,end
1719436455,end
1719410713,end
1719372451,end
1719372107,end
1719374223,end
1719372733,end
1719372705,end
1719373314,end
1719372789,end
1719373951,end
1719483760,end
1719382532,end
1719405050,end
1719375435,end
1719374569,end
1719383886,end
1719383627,end
1719377014,end
1719374565,end
1719394462,end
1719375625,end
1719383607,end
1719460116,end
1719460116,end
1719377713,end
1719375738,end
1719376450,end
1719383898,end
1719376891,end
1719377387,end
1719377817,end
1719381105,end
1719381479,end
1719381568,end
1719407791,end
1719382491,end
1719381971,end
1719384046,end
1719385201,end
1719382455,end
1719397685,end
1719455192,end
1719390370,end
1719384504,end
1719382894,end
1719382884,end
1719383143,end
1719383089,end
1719383418,end
1719412209,end
1719385990,end
1719384058,end
1719388460,end
1719384112,end
1719388502,end
1719385557,end
1719460116,end
1719390086,end
1719385906,end
1719386454,end
1719391892,end
1719385878,end
1719384466,end
1719385055,end
1719419456,end
1719391025,end
1719388461,end
1719388873,end
1719394727,end
1719387369,end
1719390403,end
1719385145,end
1719387456,end
1719386225,end
1719385602,end
1719466676,end
1719395250,end
1719386164,end
1719412858,end
1719799511,end
1719472706,end
1719386490,end
1719387287,end
1719387310,end
1719386810,end
1719387291,end
1719433966,end
1719463913,end
1719426687,end
1719403570,end
1719406141,end
1719402132,end
1719387659,end
1719387878,end
1719389717,end
1719389504,end
1719387806,end
1719455054,end
1719388860,end
1719388467,end
1719389414,end
1719411468,end
1719394904,end
1719388730,end
1719392889,end
1719389095,end
1719391161,end
1719400444,end
1719396098,end
1719389642,end
1719389490,end
1719391293,end
1719392960,end
1719389778,end
1719510067,end
1719390287,end
1719418571,end
1719413987,end
1719452914,end
1719390368,end
1719392769,end
1719391317,end
1719391293,end
1719391404,end
1719395070,end
1719457743,end
1719392009,end
1719392077,end
1719391754,end
1719391789,end
1719394352,end
1719393570,end
1719393481,end
1719393136,end
1719396411,end
1719395244,end
1719392582,end
1719393334,end
1719395558,end
1719398209,end
1719412696,end
1719393624,end
1719393742,end
1719449320,end
1719394210,end
1719395229,end
1719394345,end
1719393726,end
1719394912,end
1719458181,end
1719395716,end
1719401084,end
1719433908,end
1719415576,end
1719397304,end
1719397174,end
1719396018,end
1719396053,end
1719396657,end
1719396899,end
1719396525,end
1719397340,end
1719437295,end
1719397954,end
1719397770,end
1719405125,end
1719413060,end
1719399790,end
1719453231,end
1719425837,end
1719475803,end
1719485586,end
1719419769,end
1719405753,end
1719400621,end
1719404593,end
1719573905,end
1719401752,end
1719409361,end
1719402099,end
1719430339,end
1719403344,end
1719437537,end
1719458950,end
1719402819,end
1719402897,end
1719437337,end
1719468577,end
1719404438,end
1719403684,end
1719501087,end
1719404525,end
1719405199,end
1719404556,end
1719404746,end
1719404835,end
1719587535,end
1719405258,end
1719419163,end
1719405273,end
1719476578,end
1719406150,end
1719406714,end
1719408757,end
1719407089,end
1719427945,end
1719476418,end
1719562261,end
1719410573,end
1719416330,end
1719540181,end
1719679460,end
1719435799,end
1719411894,end
1719412181,end
1719413139,end
1719468784,end
1719412525,end
1719413551,end
1719446926,end
1719427450,end
1719413968,end
1719414430,end
1719438313,end
1719415305,end
1719588048,end
1719422421,end
1719415780,end
1719416077,end
1719416429,end
1719438743,end
1719428914,end
1719437282,end
1719436775,end
1719427351,end
1719491442,end
1719818473,end
1720089205,end
1719442028,end
1719443065,end
1719444266,end
1719445459,end
1719446370,end
1719447164,end
1719470130,end
1719447954,end
1719448744,end
1719449747,end
1719449837,end
1719450521,end
1719451345,end
1719451470,end
1719487239,end
1719452228,end
1719452374,end
1719453006,end
1719452797,end
1719459876,end
1719453242,end
1719539364,end
1719452956,end
1719453175,end
1719453751,end
1719453292,end
1719455579,end
1719455609,end
1719454198,end
1719465883,end
1719453786,end
1719454709,end
1719567562,end
1719454006,end
1719557698,end
1719490352,end
1719454520,end
1719521271,end
1719466815,end
1719454724,end
1719455492,end
1719455384,end
1719455305,end
1719455870,end
1719469834,end
1719456469,end
1719455866,end
1719456955,end
1719455943,end
1719456139,end
1719480690,end
1719456262,end
1719456699,end
1719456584,end
1719458438,end
1719479465,end
1719502635,end
1719463784,end
1719457818,end
1719457304,end
1719459170,end
1719459170,end
1719458283,end
1719457776,end
1719465438,end
1719490515,end
1719458098,end
1719474869,end
1719458484,end
1719523456,end
1719459085,end
1719459220,end
1719475944,end
1719460350,end
1719520579,end
1719459772,end
1719459595,end
1719459469,end
1719462829,end
1719459674,end
1719459942,end
1719469813,end
1719589139,end
1719460328,end
1719460245,end
1719460882,end
1719460730,end
1719460529,end
1719460831,end
1719597932,end
1719493496,end
1719461099,end
1719493534,end
1719486490,end
1719461176,end
1719461440,end
1719462461,end
1719461571,end
1719461776,end
1719462155,end
1719462634,end
1719560900,end
1719463909,end
1719463592,end
1719463066,end
1719463421,end
1719463778,end
1719464134,end
1719464505,end
1719464840,end
1719465792,end
1719465192,end
1719465325,end
1719465565,end
1719465918,end
1719466271,end
1719493112,end
1719466603,end
1719466761,end
1719466955,end
1719466969,end
1719467320,end
1719547310,end
1719467376,end
1719547310,end
1719468219,end
1719467745,end
1719468427,end
1719468271,end
1719480549,end
1719472779,end
1719468459,end
1719468985,end
1719469294,end
1719501208,end
1719538892,end
1719470463,end
1719473126,end
1719468794,end
1719469007,end
1719555789,end
1719470955,end
1719480549,end
1719469441,end
1719469988,end
1719470811,end
1719470372,end
1719473826,end
1719470724,end
1719470934,end
1719474334,end
1719471172,end
1719475872,end
1719471862,end
1719472394,end
1719475946,end
1719538932,end
1719473159,end
1719482690,end
1719473140,end
1719538833,end
1719482667,end
1719646194,end
1719473511,end
1719473980,end
1719481143,end
1719629911,end
1719473967,end
1719482668,end
1719482668,end
1719474647,end
1719476201,end
1719475523,end
1719554919,end
1719475745,end
1719482669,end
1719482669,end
1719482670,end
1719482670,end
1719475005,end
1719479936,end
1719476035,end
1719476970,end
1719479480,end
1719475601,end
1719475984,end
1719477252,end
1719476613,end
1719477169,end
1719476785,end
1719477333,end
1719477133,end
1719538951,end
1719477664,end
1719477710,end
1719480068,end
1719478469,end
1719479013,end
1719478835,end
1719477902,end
1719486810,end
1719478156,end
1719479545,end
1719479791,end
1719578111,end
1719566266,end
1719479612,end
1719480245,end
1719484248,end
1719479629,end
1719482832,end
1719826670,end
1719482558,end
1719481829,end
1719481221,end
1719483567,end
1719480844,end
1719481616,end
1719481007,end
1719482033,end
1719480785,end
1719480867,end
1719481733,end
1719484417,end
1719574327,end
1719488464,end
1719495062,end
1719482617,end
1719482198,end
1719482061,end
1719482102,end
1719493122,end
1719483235,end
1719488110,end
1719523093,end
1719485272,end
1719696862,end
1719487338,end
1719491612,end
1719488390,end
1719524377,end
1719489936,end
1719547111,end
1719547197,end
1719489217,end
1719505326,end
1719705049,end
1719609265,end
1719539924,end
1719505348,end
1719506290,end
1719493034,end
1719738516,end
1719493610,end
1719503578,end
1719541125,end
1719541165,end
1719541105,end
1719537489,end
1719501209,end
1719508279,end
1719503905,end
1719510175,end
1719503176,end
1719547378,end
1719547398,end
1719547398,end
1719504010,end
1719503672,end
1719607969,end
1719504144,end
1719503964,end
1719537476,end
1719509938,end
1719506461,end
1719508193,end
1719537476,end
1719507652,end
1719563406,end
1719508957,end
1719510931,end
1719515228,end
1719509749,end
1719510632,end
1719519301,end
1719563982,end
1719518359,end
1719511573,end
1719512230,end
1719639396,end
1719549201,end
1719544801,end
1719547111,end
1719546883,end
1719546568,end
1719538952,end
1719539055,end
1719544775,end
1719540872,end
1719542393,end
1719542649,end
1719566065,end
1719540337,end
1719540516,end
1719581616,end
1719543446,end
1719541796,end
1719541694,end
1719628563,end
1719542335,end
1719542023,end
1719548991,end
1719561412,end
1719542900,end
1719543059,end
1719543497,end
1719543411,end
1719543497,end
1719543651,end
1719544120,end
1719549266,end
1719543018,end
1719542692,end
1719547324,end
1719547389,end
1719543522,end
1719547225,end
1721104090,end
1719547840,end
1719547575,end
1719547198,end
1719543773,end
1719544645,end
1719544044,end
1719544314,end
1719545425,end
1719544483,end
1719553180,end
1719548474,end
1719545246,end
1719566184,end
1719551112,end
1719550812,end
1719646310,end
1719547210,end
1719547210,end
1719547211,end
1719547213,end
1719547213,end
1719545901,end
1719547215,end
1719547215,end
1719547216,end
1719547218,end
1719962786,end
1719547210,end
1719553786,end
1719548136,end
1719547363,end
1719606315,end
1719547616,end
1719547295,end
1719547296,end
1719547296,end
1719547296,end
1719630754,end
1719559566,end
1719549815,end
1719547903,end
1719548476,end
1719624945,end
1719556204,end
1719550393,end
1719551617,end
1719548657,end
1719548211,end
1719551612,end
1719567745,end
1719874452,end
1719549479,end
1719611097,end
1719887028,end
1719568456,end
1719851910,end
1719549160,end
1719550338,end
1719550606,end
1719615652,end
1719549869,end
1719616633,end
1719550182,end
1719550430,end
1719550513,end
1719855110,end
1719550824,end
1719553090,end
1719552053,end
1719551124,end
1719551451,end
1719552267,end
1719552244,end
1719552360,end
1719552360,end
1719563843,end
1719562760,end
1719564787,end
1719564472,end
1719562761,end
1719551749,end
1719563265,end
1719553303,end
1719553504,end
1719553527,end
1719553528,end
1719553505,end
1719553506,end
1719553327,end
1719553748,end
1719558846,end
1719554684,end
1719552447,end
1719552935,end
1719553184,end
1719726067,end
1719591284,end
1719584116,end
1719554977,end
1719555896,end
1719555793,end
1719555651,end
1719563661,end
1719567235,end
1719567675,end
1719556371,end
1719559847,end
1719591343,end
1719557134,end
1719566007,end
1719592650,end
1719560073,end
1719559071,end
1719560868,end
1719558529,end
1719559890,end
1719559262,end
1719563236,end
1719563636,end
1719733093,end
1719564166,end
1719565775,end
1719567652,end
1719733638,end
1719561443,end
1719561757,end
1719560947,end
1719562115,end
1719561966,end
1719608447,end
1719648971,end
1719584704,end
1719566831,end
1719564424,end
1719562714,end
1719563694,end
1719563467,end
1719563955,end
1719636769,end
1719566470,end
1719567389,end
1719639415,end
1719567114,end
1719573327,end
1719566097,end
1719796448,end
1719739036,end
1719566298,end
1719567600,end
1719566636,end
1719739423,end
1719572003,end
1719786867,end
1719566828,end
1719567110,end
1719567159,end
1719567101,end
1719583436,end
1719567893,end
1719568333,end
1719582962,end
1719574026,end
1719568430,end
1719649048,end
1719571978,end
1719610760,end
1719630813,end
1719583169,end
1719585205,end
1719588287,end
1719662748,end
1719607240,end
1719607723,end
1719607561,end
1719590025,end
1719585789,end
1719587479,end
1719588553,end
1719588745,end
1719588892,end
1719589286,end
1719803732,end
1719591344,end
1719678159,end
1719623370,end
1719623273,end
1719623273,end
1719590265,end
1719639743,end
1719619001,end
1719606767,end
1719667079,end
1719616269,end
1719667097,end
1719667097,end
1719668848,end
1719621437,end
1719606648,end
1719623273,end
1719592732,end
1719615097,end
1719623252,end
1719594207,end
1719595077,end
1719609891,end
1719634142,end
1719668076,end
1719598555,end
1719609472,end
1719609800,end
1719610111,end
1719611037,end
1719611345,end
1719611658,end
1719612030,end
1719612342,end
1719612632,end
1719612942,end
1719613257,end
1719614300,end
1719614515,end
1719614699,end
1719614960,end
1719667667,end
1719619401,end
1719617811,end
1719619113,end
1719621049,end
1719619563,end
1719620370,end
1719621399,end
1719620609,end
1719621629,end
1719621901,end
1719622692,end
1719622886,end
1719622314,end
1719622628,end
1719623511,end
1719623010,end
1719633358,end
1719624087,end
1719630087,end
1719624187,end
1719624411,end
1719625416,end
1719624784,end
1719625081,end
1719625379,end
1719625682,end
1719626709,end
1719626039,end
1719626221,end
1719626434,end
1719626750,end
1719627956,end
1719627070,end
1719627385,end
1719627678,end
1719627976,end
1719628431,end
1719628294,end
1719629248,end
1719628607,end
1719629279,end
1719628898,end
1719629211,end
1719630504,end
1719630384,end
1719692797,end
1719686159,end
1719682255,end
1719716475,end
1719631106,end
1719631730,end
1719632036,end
1719632356,end
1719635564,end
1719804893,end
1719634024,end
1719643899,end
1719632831,end
1719632939,end
1719632088,end
1719633069,end
1719633824,end
1719634346,end
1719644343,end
1719634152,end
1719634306,end
1719724459,end
1719638710,end
1719634257,end
1719667044,end
1719635460,end
1719683379,end
1719636747,end
1719637128,end
1719757901,end
1719637972,end
1719637869,end
1719650063,end
1719639257,end
1719639601,end
1719644017,end
1719640514,end
1719639981,end
1719639961,end
1719805103,end
1719640512,end
1719641392,end
1719800605,end
1719641736,end
1719726400,end
1719642997,end
1719643206,end
1719816243,end
1719644179,end
1719747117,end
1719651674,end
1719645464,end
1719645472,end
1719646692,end
1719647390,end
1719681461,end
1719647437,end
1719648670,end
1719649856,end
1719651126,end
1719652380,end
1719805179,end
1719670799,end
1719653615,end
1719654803,end
1719656029,end
1719655650,end
1719657254,end
1719658458,end
1719659746,end
1719694939,end
1719660193,end
1719660212,end
1719661048,end
1719783977,end
1719784265,end
1719791451,end
1719797789,end
1719793130,end
1719796966,end
1719665736,end
1719668329,end
1719709629,end
1719670322,end
1719718851,end
1719667691,end
1719667429,end
1719668595,end
1719669113,end
1719668944,end
1719730476,end
1719781202,end
1719720926,end
1719754194,end
1719671560,end
1719669928,end
1719814570,end
1719672340,end
1719673160,end
1719673540,end
1719674283,end
1719675506,end
1719676658,end
1719687701,end
1719764510,end
1719764529,end
1719722734,end
1719722693,end
1719722734,end
1719889260,end
1719716462,end
1719720210,end
1719713130,end
1719712231,end
1719714930,end
1719726206,end
1719722836,end
1719719579,end
1719717456,end
1719718992,end
1719727550,end
1719888349,end
1719814511,end
1719717971,end
1719716826,end
1719718293,end
1719728804,end
1719752276,end
1719717889,end
1719726802,end
1719723277,end
1719726304,end
1719994703,end
1719722967,end
1719722686,end
1719777459,end
1719798816,end
1719796648,end
1719739197,end
1719724811,end
1719732546,end
1719733170,end
1719725363,end
1719726011,end
1719799799,end
1719727257,end
1719729282,end
1719759439,end
1719729218,end
1719729407,end
1719934607,end
1719761593,end
1719782258,end
1719730575,end
1719731508,end
1719740206,end
1719732443,end
1719733104,end
1719798102,end
1719733638,end
1719734273,end
1719735556,end
1719735626,end
1719742558,end
1719736237,end
1719798102,end
1719738673,end
1719739472,end
1719738432,end
1719747601,end
1719822031,end
1719738978,end
1719947727,end
1719745616,end
1719740098,end
1719744130,end
1719741382,end
1719744455,end
1720170211,end
1719781329,end
1720163453,end
1719747997,end
1719748959,end
1719750273,end
1719760901,end
1719755688,end
1719755250,end
1719764049,end
1719779421,end
1719782028,end
1719761600,end
1719808994,end
1719798834,end
1719785025,end
1719822276,end
1719798857,end
1719820829,end
1719799918,end
1719785581,end
1719782834,end
1719783623,end
1719784414,end
1719785201,end
1719785923,end
1719785944,end
1719786352,end
1719786809,end
1719786711,end
1719787115,end
1719787473,end
1719787758,end
1719787835,end
1719788181,end
1719788615,end
1719788576,end
1719788906,end
1719789324,end
1719789481,end
1719789820,end
1719790035,end
1719790213,end
1719790535,end
1719790767,end
1719790924,end
1719791397,end
1719791491,end
1719791629,end
1719792104,end
1719792263,end
1719792362,end
1719792839,end
1719793015,end
1719793074,end
1719793548,end
1719793765,end
1719793782,end
1719794294,end
1719794490,end
1719794508,end
1719795023,end
1719795202,end
1719795241,end
1719795773,end
1719795953,end
1719795972,end
1719796512,end
1719796873,end
1719796717,end
1719797325,end
1719819090,end
1719797444,end
1719797791,end
1719797154,end
1719798458,end
1719970042,end
1719797439,end
1719798062,end
1719820689,end
1719798310,end
1719798563,end
1719797975,end
1719798912,end
1719819544,end
1719798151,end
1719798503,end
1719798756,end
1719805167,end
1719799714,end
1719800511,end
1719800785,end
1719805482,end
1719799687,end
1719972757,end
1719800785,end
1719814071,end
1719829072,end
1719804167,end
1719800544,end
1719819506,end
1719800323,end
1719808083,end
1719801226,end
1719801294,end
1719801503,end
1719801543,end
1719801826,end
1719801936,end
1719803540,end
1719802166,end
1719802053,end
1719803123,end
1719802231,end
1719802271,end
1719803717,end
1719801869,end
1719818028,end
1719804743,end
1719802731,end
1719802491,end
1719802547,end
1719802946,end
1719803009,end
1719802725,end
1719802702,end
1719802842,end
1719803557,end
1719803462,end
1719803380,end
1719803666,end
1719803747,end
1719807357,end
1719804081,end
1722394388,end
1721821920,end
1719805369,end
1719803935,end
1719803661,end
1719804377,end
1719803660,end
1719804398,end
1719804778,end
1719824764,end
1719805136,end
1719804688,end
1719811560,end
1719807650,end
1720509112,end
1719804927,end
1719805154,end
1719805154,end
1719813400,end
1719806252,end
1719805527,end
1720026033,end
1719835027,end
1719815488,end
1720032826,end
1719866973,end
1719806728,end
1719830825,end
1719807804,end
1719808963,end
1719880818,end
1719870210,end
1719808006,end
1719808222,end
1719808602,end
1719809611,end
1719818625,end
1719821514,end
1719810136,end
1719823944,end
1719810314,end
1719836615,end
1719810434,end
1719813858,end
1719818288,end
1719814267,end
1719829372,end
1719818912,end
1719817070,end
1719815450,end
1719814821,end
1719814292,end
1719816145,end
1719816336,end
1719816080,end
1719814768,end
1719814711,end
1719814693,end
1719838638,end
1719818473,end
1719814975,end
1719854088,end
1719815806,end
1719815225,end
